id,accepts_marketing,created_at,gender,first_name,last_name,email,phone_number,tax_exempt,order_count,total_spend,country,verified_email,new_vs_repeat,state
7556,yes,2022-03-09,male,Jonathan,Torres,jonathantorres@fakeshopify.com,001-350-617-7835,yes,5,663.3856321553353,Tunisia,no,repeat,OR
7557,no,2022-05-07,female,Lisa,Adams,lisaadams@fakeshopify.com,(813)897-4661x95508,no,6,563.8552458896662,Eritrea,yes,repeat,MA
7558,no,2022-04-01,female,Felicia,Lee,felicialee@fakeshopify.com,(360)860-0408x2979,no,4,687.0400323070571,Sao Tome and Principe,no,repeat,TX
7559,no,2022-01-08,female,Natalie,Blair,natalieblair@fakeshopify.com,(229)861-6228x1217,no,6,431.17440068951805,Sweden,yes,repeat,MA
7560,no,2022-04-01,female,Carol,Dougherty,caroldougherty@fakeshopify.com,(235)869-4669,no,4,547.3645470097615,Costa Rica,no,repeat,CA
7561,no,2022-02-15,female,Lauren,Morris,laurenmorris@fakeshopify.com,(344)336-6777,yes,1,239.6800145150396,Saint Pierre and Miquelon,yes,new,NY
7562,no,2022-02-10,male,Eric,Morales,ericmorales@fakeshopify.com,5556053409,no,5,680.6578156859982,Iceland,no,repeat,TX
7563,no,2022-03-05,male,Jordan,Shelton,jordanshelton@fakeshopify.com,462-480-9580,no,7,723.9548240451277,Cuba,no,repeat,CA
7564,no,2022-02-09,female,Gina,Craig,ginacraig@fakeshopify.com,(746)595-6254,no,4,632.6453915065099,Saudi Arabia,yes,repeat,MA
7565,no,2022-02-26,female,Michelle,Rodriguez,michellerodriguez@fakeshopify.com,+1-602-886-9400,yes,0,0,Gibraltar,yes,new,NY
7566,yes,2022-02-19,female,Kendra,Palmer,kendrapalmer@fakeshopify.com,8111121695,no,6,647.9930725779345,Slovenia,no,repeat,OR
7567,yes,2022-02-27,male,Alexander,Hernandez,alexanderhernandez@fakeshopify.com,+1-711-181-9949x00586,no,8,1043.8860735641297,British Indian Ocean Territory (Chagos Archipelago),yes,repeat,NY
7568,no,2022-02-03,male,Corey,Ruiz,coreyruiz@fakeshopify.com,3722517244,yes,3,320.37794149598636,Sao Tome and Principe,yes,repeat,MA
7569,no,2022-02-26,female,Mandy,Melton,mandymelton@fakeshopify.com,409-108-4099,no,6,607.2236704964272,Angola,yes,repeat,MA
7570,no,2022-01-16,male,Ernest,Gilmore,ernestgilmore@fakeshopify.com,+1-030-488-1554x68137,no,3,202.7415687413673,Austria,yes,repeat,MA
7571,no,2022-02-15,female,Heather,Taylor,heathertaylor@fakeshopify.com,(414)666-0566,yes,4,563.1728155299182,Sudan,no,repeat,NY
7572,yes,2022-04-26,male,Timothy,Leach,timothyleach@fakeshopify.com,229.255.2656x520,no,0,0,Libyan Arab Jamahiriya,yes,new,CA
7573,no,2022-01-23,female,Emily,Jennings,emilyjennings@fakeshopify.com,794.899.4437x081,no,5,579.0948354532184,Netherlands Antilles,yes,repeat,CA
7574,no,2022-02-17,male,Calvin,Lopez,calvinlopez@fakeshopify.com,001-478-886-9469x51380,no,8,1078.8352677840785,Saint Vincent and the Grenadines,yes,repeat,TX
7575,yes,2022-02-16,male,Dylan,Castillo,dylancastillo@fakeshopify.com,596.465.6946x144,yes,0,0,Lithuania,yes,new,NJ
7576,no,2022-05-07,male,James,Brown,jamesbrown@fakeshopify.com,+1-269-401-8520,yes,8,942.3852686629425,Saint Kitts and Nevis,yes,repeat,TX
7577,no,2022-01-05,female,Cynthia,Davidson,cynthiadavidson@fakeshopify.com,001-967-350-4076,no,3,286.3248010009828,Colombia,yes,repeat,MA
7578,no,2022-02-22,female,Suzanne,James,suzannejames@fakeshopify.com,2294232958,no,3,221.5350116083149,Niue,no,repeat,CA
7579,yes,2022-03-29,male,Matthew,Bullock,matthewbullock@fakeshopify.com,001-086-369-6274x93509,no,7,360.9327252930672,French Guiana,no,repeat,NY
7580,no,2022-04-27,male,Troy,Callahan,troycallahan@fakeshopify.com,001-445-498-9621x17864,no,6,354.66485263324665,Bhutan,no,repeat,NY
7581,no,2022-04-22,male,Charles,Frederick,charlesfrederick@fakeshopify.com,001-641-810-0928x6340,yes,3,345.91256423562015,Korea,no,repeat,NY
7582,no,2022-02-26,male,Mark,Campos,markcampos@fakeshopify.com,+1-026-297-4981x579,yes,1,86.83804359783663,Paraguay,yes,new,TX
7583,no,2022-05-10,female,Kerry,Cox,kerrycox@fakeshopify.com,0268860192,no,2,306.67461019120753,Venezuela,yes,repeat,TX
7584,no,2022-01-23,male,Scott,Adams,scottadams@fakeshopify.com,315.309.1952,no,3,173.93935856705102,Azerbaijan,yes,repeat,CA
7585,no,2022-05-16,female,Vanessa,Foster,vanessafoster@fakeshopify.com,(212)871-4861,yes,3,279.3228760845989,Seychelles,no,repeat,NY
7586,no,2022-03-09,male,Bradley,Mcdonald,bradleymcdonald@fakeshopify.com,215.209.4706x824,no,4,389.9203801325965,Barbados,no,repeat,NJ
7587,no,2022-03-15,male,Luis,Bernard,luisbernard@fakeshopify.com,278.380.8593x6605,yes,6,516.8296042916216,Chile,yes,repeat,OR
7588,no,2022-04-10,male,Johnathan,Murphy,johnathanmurphy@fakeshopify.com,657-194-6232,no,3,62.18423863084047,Portugal,yes,repeat,CA
7589,no,2022-03-04,male,David,Davis,daviddavis@fakeshopify.com,(824)567-9425,yes,7,396.1287512327583,Swaziland,no,repeat,CA
7590,no,2022-01-05,male,David,Scott,davidscott@fakeshopify.com,+1-741-195-2093,yes,7,409.9947730959297,Saint Helena,yes,repeat,NJ
7591,no,2022-05-13,female,Anne,Lopez,annelopez@fakeshopify.com,482-260-9830x4411,yes,9,1054.0169880266135,Albania,no,repeat,NJ
7592,no,2022-04-13,female,Brittany,Mcguire,brittanymcguire@fakeshopify.com,644.053.6423x5175,yes,5,398.45883779777193,Wallis and Futuna,no,repeat,CA
7593,yes,2022-03-26,male,Curtis,Dodson,curtisdodson@fakeshopify.com,+1-142-602-7148x80649,no,3,215.3303886192919,Guinea-Bissau,yes,repeat,TX
7594,no,2022-02-04,female,Patricia,Green,patriciagreen@fakeshopify.com,+1-060-883-5489x47332,no,3,293.648403150253,Estonia,no,repeat,NY
7595,yes,2022-05-17,female,Jessica,Spencer,jessicaspencer@fakeshopify.com,+1-045-519-8925x7870,yes,7,345.4920099021231,Mayotte,yes,repeat,TX
7596,no,2022-04-12,female,Pamela,Jackson,pamelajackson@fakeshopify.com,232.751.2689x20577,yes,2,315.02024380506384,Japan,no,repeat,TX
7597,no,2022-03-29,male,Joshua,Edwards,joshuaedwards@fakeshopify.com,936-321-2454x45543,yes,3,111.88139172015033,South Georgia and the South Sandwich Islands,yes,repeat,MA
7598,no,2022-02-21,female,Vicki,Alexander,vickialexander@fakeshopify.com,(169)331-1156x71416,yes,8,773.6900219487711,Netherlands,yes,repeat,NJ
7599,yes,2022-01-20,male,Corey,Schultz,coreyschultz@fakeshopify.com,106.650.5329,no,9,1011.0165103501146,Gibraltar,yes,repeat,OR
7600,no,2022-01-10,male,Colton,Byrd,coltonbyrd@fakeshopify.com,(716)141-1574,yes,0,0,Tuvalu,yes,new,TX
7601,no,2022-01-04,female,Valerie,Mcneil,valeriemcneil@fakeshopify.com,702-656-1557,yes,9,1027.0780582786037,Belarus,yes,repeat,MA
7602,no,2022-04-07,female,Erika,Brown,erikabrown@fakeshopify.com,293.067.9638x894,no,5,432.2608923260786,Uruguay,no,repeat,NY
7603,no,2022-03-23,female,Samantha,Rojas,samantharojas@fakeshopify.com,2870808118,no,3,303.86456594698416,Haiti,yes,repeat,NJ
7604,no,2022-05-16,male,Stephen,Martin,stephenmartin@fakeshopify.com,337.722.0836x887,no,3,164.7440051493686,Mali,yes,repeat,NJ
7605,no,2022-03-01,male,Bryan,Williams,bryanwilliams@fakeshopify.com,001-250-702-6859x97946,no,9,837.5023003089283,Bermuda,yes,repeat,CA
7606,yes,2022-05-04,female,Elizabeth,Garner,elizabethgarner@fakeshopify.com,+1-524-573-3979x4787,yes,5,772.9207540397717,Latvia,no,repeat,CA
7607,no,2022-04-23,female,Jessica,Meyer,jessicameyer@fakeshopify.com,001-005-626-5734x368,no,0,0,Cook Islands,yes,new,CA
7608,yes,2022-01-30,male,Joseph,Kerr,josephkerr@fakeshopify.com,001-147-941-4267x60850,no,2,81.48900851384383,Somalia,yes,repeat,MA
7609,no,2022-05-19,male,David,Mcfarland,davidmcfarland@fakeshopify.com,622-924-4022,no,6,530.376560069194,Grenada,yes,repeat,TX
7610,no,2022-04-29,female,Natasha,Villegas,natashavillegas@fakeshopify.com,+1-963-976-4166x0038,yes,8,1095.7246267630237,Egypt,yes,repeat,CA
7611,no,2022-05-02,male,Grant,Baker,grantbaker@fakeshopify.com,001-645-059-3446x7689,yes,2,297.59951794771496,Greenland,no,repeat,CA
7612,no,2022-03-03,male,James,Miller,jamesmiller@fakeshopify.com,(179)285-2224,yes,5,523.3514066709336,Bouvet Island (Bouvetoya),no,repeat,OR
7613,no,2022-01-19,male,John,Byrd,johnbyrd@fakeshopify.com,9535315664,no,8,1003.1280428202867,Greece,yes,repeat,NJ
7614,no,2022-03-11,male,Ian,Chan,ianchan@fakeshopify.com,0402121405,no,6,587.3579854344133,Belgium,no,repeat,MA
7615,no,2022-05-14,male,Richard,Powers,richardpowers@fakeshopify.com,(046)460-5841,yes,6,599.9611564063106,British Virgin Islands,no,repeat,OR
7616,yes,2022-02-03,male,Juan,Friedman,juanfriedman@fakeshopify.com,(613)787-8418x5584,yes,7,788.6359525099487,Cambodia,yes,repeat,OR
7617,no,2022-02-04,male,Paul,Moore,paulmoore@fakeshopify.com,006-267-6965,yes,3,85.2013724829582,Sri Lanka,no,repeat,CA
7618,no,2022-04-27,female,Donna,Velez,donnavelez@fakeshopify.com,+1-026-201-4026x502,yes,0,0,Saint Kitts and Nevis,yes,new,CA
7619,yes,2022-03-23,male,Jason,Mason,jasonmason@fakeshopify.com,001-900-847-3156,yes,7,587.3566645749487,New Caledonia,no,repeat,NJ
7620,no,2022-01-23,female,Jamie,Richards,jamierichards@fakeshopify.com,(423)261-0470x8569,yes,2,191.5460781008293,Turks and Caicos Islands,yes,repeat,NY
7621,no,2022-02-26,female,Taylor,Harris,taylorharris@fakeshopify.com,001-243-529-4775x68403,no,7,416.6379320642743,Norfolk Island,yes,repeat,NY
7622,no,2022-01-12,female,Kaylee,Sparks,kayleesparks@fakeshopify.com,+1-244-344-7270x465,yes,1,59.341475956719115,Kenya,no,new,CA
7623,no,2022-04-02,male,Joseph,Cameron,josephcameron@fakeshopify.com,(497)128-9264,no,6,685.8870691748291,Solomon Islands,no,repeat,NJ
7624,no,2022-02-22,female,Virginia,Foster,virginiafoster@fakeshopify.com,(242)565-6474x16921,no,3,102.6771558492251,New Zealand,no,repeat,TX
7625,no,2022-01-08,male,Philip,Moore,philipmoore@fakeshopify.com,001-329-079-9234x017,no,3,55.32562844365203,United States Virgin Islands,yes,repeat,MA
7626,yes,2022-01-08,male,Rodney,Ramirez,rodneyramirez@fakeshopify.com,192.674.2500,yes,2,216.59433252933547,Norway,yes,repeat,NJ
7627,no,2022-05-14,female,Cathy,Ramsey,cathyramsey@fakeshopify.com,+1-729-045-6259x5895,no,9,916.714771221241,Iraq,yes,repeat,CA
7628,yes,2022-05-03,male,Charles,Lambert,charleslambert@fakeshopify.com,964.053.3736,yes,7,758.06017480428,Italy,no,repeat,OR
7629,no,2022-02-06,female,Stephanie,Wiley,stephaniewiley@fakeshopify.com,482-736-0087,no,8,772.0615946448628,Thailand,no,repeat,NJ
7630,no,2022-05-15,female,Brittany,Holmes,brittanyholmes@fakeshopify.com,001-712-608-4521x4913,no,1,188.3643843785601,Croatia,yes,new,OR
7631,no,2022-03-26,male,Joshua,Fischer,joshuafischer@fakeshopify.com,(682)507-1897x00763,no,7,646.2797270056433,Gambia,no,repeat,NJ
7632,no,2022-04-11,male,Robert,Clements,robertclements@fakeshopify.com,001-847-667-6854x0571,no,1,205.66395490528606,Indonesia,yes,new,OR
7633,no,2022-05-09,male,Andrew,Chan,andrewchan@fakeshopify.com,425.243.2478,no,6,329.64445860235645,Guinea,no,repeat,MA
7634,no,2022-01-02,male,Jacob,Lawson,jacoblawson@fakeshopify.com,(930)720-4435,yes,4,629.3886525531142,Uganda,no,repeat,CA
7635,no,2022-01-21,male,David,King,davidking@fakeshopify.com,553-626-2330x21112,no,1,140.64784956858514,Zambia,no,new,OR
7636,no,2022-03-26,male,Jim,Porter,jimporter@fakeshopify.com,(599)957-3547x646,yes,6,439.46421420463065,Guernsey,no,repeat,MA
7637,yes,2022-02-08,female,Teresa,Martinez,teresamartinez@fakeshopify.com,(518)407-2247x107,no,0,0,Northern Mariana Islands,no,new,NJ
7638,no,2022-03-22,female,Kristin,Smith,kristinsmith@fakeshopify.com,820.044.1398x923,no,6,423.302878464229,Turks and Caicos Islands,no,repeat,TX
7639,yes,2022-05-07,male,Keith,Thomas,keiththomas@fakeshopify.com,001-365-916-4116x2197,no,2,143.72218761644518,Saint Barthelemy,yes,repeat,OR
7640,no,2022-05-09,male,Kevin,Cooper,kevincooper@fakeshopify.com,001-881-949-6759x9237,no,4,694.3707690294916,United States Virgin Islands,yes,repeat,MA
7641,no,2022-04-25,male,Derek,Schneider,derekschneider@fakeshopify.com,134.296.1425,yes,8,999.8432360330582,Gibraltar,no,repeat,NY
7642,no,2022-04-09,female,Holly,Ingram,hollyingram@fakeshopify.com,(619)564-2819x2658,yes,1,304.20885301859124,Maldives,yes,new,OR
7643,no,2022-04-20,male,Leonard,Howard,leonardhoward@fakeshopify.com,774-972-8827x342,yes,1,148.9526471162055,Bahamas,yes,new,OR
7644,no,2022-04-08,female,Christina,Young,christinayoung@fakeshopify.com,001-433-053-6640x357,yes,1,281.4921876000539,Mexico,no,new,TX
7645,no,2022-04-07,male,Jordan,Erickson,jordanerickson@fakeshopify.com,(887)849-1838,no,6,408.38449973095254,Central African Republic,no,repeat,MA
7646,no,2022-05-18,male,Steven,Cabrera,stevencabrera@fakeshopify.com,265.824.7459x4995,no,1,80.93109429629195,Korea,no,new,NY
7647,no,2022-05-04,male,John,Hendrix,johnhendrix@fakeshopify.com,173.096.7455x12297,yes,7,458.05583451488656,Ghana,no,repeat,TX
7648,no,2022-01-03,female,Mary,Cardenas,marycardenas@fakeshopify.com,+1-060-215-5535,yes,4,356.63788293888615,Israel,no,repeat,MA
7649,yes,2022-05-07,female,Alicia,Morales,aliciamorales@fakeshopify.com,(495)094-1515,yes,5,719.9530633050218,Timor-Leste,no,repeat,NY
7650,yes,2022-05-08,male,Christopher,Smith,christophersmith@fakeshopify.com,852-059-3351,no,9,812.2892803525801,Serbia,yes,repeat,NJ
7651,no,2022-04-15,male,Kevin,Fleming,kevinfleming@fakeshopify.com,685-069-8995x1950,no,3,234.2787673639077,Angola,no,repeat,MA
7652,no,2022-04-24,male,Anthony,Heath,anthonyheath@fakeshopify.com,128.359.5481x52306,no,1,169.81964542159625,Papua New Guinea,yes,new,TX
7653,no,2022-03-09,female,Megan,Price,meganprice@fakeshopify.com,450.676.3876,yes,4,554.9504983488968,Norway,no,repeat,MA
7654,no,2022-05-18,female,Rachel,Chang,rachelchang@fakeshopify.com,1375279346,no,6,773.0913167334813,Trinidad and Tobago,no,repeat,NY
7655,no,2022-01-05,male,James,Mcdonald,jamesmcdonald@fakeshopify.com,+1-052-540-6020x124,yes,2,86.52106911887014,Fiji,yes,repeat,NJ
7656,no,2022-03-26,male,Kevin,Hughes,kevinhughes@fakeshopify.com,+1-376-317-0467x66337,no,2,97.63219154442609,Syrian Arab Republic,no,repeat,TX
7657,no,2022-03-30,female,Nicole,White,nicolewhite@fakeshopify.com,701-807-8116,no,0,0,Costa Rica,yes,new,MA
7658,no,2022-04-01,female,Stephanie,Ball,stephanieball@fakeshopify.com,+1-052-912-4647x4631,yes,4,499.3162743482319,Azerbaijan,no,repeat,TX
7659,no,2022-01-23,male,Bill,Humphrey,billhumphrey@fakeshopify.com,058-817-0698,no,5,484.3723115298285,Libyan Arab Jamahiriya,no,repeat,TX
7660,no,2022-01-31,male,Benjamin,Rice,benjaminrice@fakeshopify.com,001-828-838-0667,no,6,600.0089544196001,Gabon,no,repeat,CA
7661,no,2022-01-08,male,Richard,Johnson,richardjohnson@fakeshopify.com,729-063-5651,yes,7,700.0287150549274,Somalia,no,repeat,CA
7662,no,2022-04-18,female,Stephanie,Lucas,stephanielucas@fakeshopify.com,(964)591-3610x80664,yes,9,945.7749423042845,Hong Kong,no,repeat,MA
7663,no,2022-03-12,female,Heather,Garza,heathergarza@fakeshopify.com,0270793215,no,2,192.5505430999809,Italy,yes,repeat,OR
7664,no,2022-02-09,male,Charles,Jackson,charlesjackson@fakeshopify.com,4722995358,yes,9,823.2071410792978,Palau,yes,repeat,TX
7665,no,2022-02-15,female,Whitney,Davis,whitneydavis@fakeshopify.com,001-100-810-3378x4544,yes,8,1057.435013617132,Benin,yes,repeat,OR
7666,no,2022-05-07,male,Anthony,Lamb,anthonylamb@fakeshopify.com,(127)332-5783x69066,no,4,335.57488754869615,Greenland,no,repeat,CA
7667,no,2022-02-17,male,Thomas,Brown,thomasbrown@fakeshopify.com,6916270525,yes,9,1033.5680897332768,Luxembourg,no,repeat,CA
7668,no,2022-04-11,male,Michael,Schneider,michaelschneider@fakeshopify.com,555.039.6244,yes,7,431.3816826186157,Northern Mariana Islands,no,repeat,NY
7669,no,2022-04-18,female,Jessica,Perry,jessicaperry@fakeshopify.com,823-419-3792,no,4,501.4369830026573,Colombia,yes,repeat,NJ
7670,no,2022-01-06,male,Edward,Jackson,edwardjackson@fakeshopify.com,+1-361-669-4193,yes,6,637.5373463871817,Guadeloupe,no,repeat,OR
7671,no,2022-02-11,male,Kenneth,Hobbs,kennethhobbs@fakeshopify.com,396.461.5162x6452,no,2,301.6071709809546,Tuvalu,yes,repeat,CA
7672,yes,2022-03-19,female,Sarah,Yates,sarahyates@fakeshopify.com,908-798-9775x028,yes,3,55.08642180691581,Falkland Islands (Malvinas),yes,repeat,TX
7673,no,2022-02-18,male,Christopher,Stevens,christopherstevens@fakeshopify.com,109-040-2261,yes,3,275.2035073168446,Sudan,yes,repeat,NJ
7674,no,2022-03-09,female,Rachel,Osborne,rachelosborne@fakeshopify.com,148-397-1692x851,no,4,700.0032042417245,Algeria,yes,repeat,MA
7675,no,2022-03-19,female,Tina,Phillips,tinaphillips@fakeshopify.com,253.783.1945x36376,no,1,295.8557303966763,Cameroon,no,new,NJ
7676,no,2022-03-12,male,Martin,Fisher,martinfisher@fakeshopify.com,(037)892-6728,no,6,782.4821605151707,Israel,yes,repeat,NY
7677,no,2022-02-04,male,David,Ellis,davidellis@fakeshopify.com,746.644.0366x99807,yes,2,82.25677996848222,China,yes,repeat,MA
7678,yes,2022-02-17,male,Willie,Thomas,williethomas@fakeshopify.com,001-717-198-7992x3358,no,5,426.04417179930624,Serbia,no,repeat,CA
7679,no,2022-02-25,female,Victoria,Jackson,victoriajackson@fakeshopify.com,(492)395-4793,yes,7,732.783167542671,Turkey,no,repeat,TX
7680,no,2022-02-04,male,Matthew,Duncan,matthewduncan@fakeshopify.com,(356)843-7139x4295,yes,3,64.52994436058246,Mongolia,no,repeat,MA
7681,no,2022-03-18,male,Joseph,Hunter,josephhunter@fakeshopify.com,001-366-622-7040x572,no,6,729.665953939382,Cocos (Keeling) Islands,yes,repeat,NY
7682,yes,2022-05-17,male,James,Castillo,jamescastillo@fakeshopify.com,+1-198-245-0108x621,no,1,105.06607405943342,Djibouti,no,new,TX
7683,no,2022-02-05,female,Carla,Brown,carlabrown@fakeshopify.com,(747)897-1675x9888,yes,8,1060.5373891688841,Paraguay,no,repeat,NJ
7684,no,2022-04-11,female,Yvonne,Adkins,yvonneadkins@fakeshopify.com,396-245-8529x8095,no,4,386.2043197766794,French Southern Territories,no,repeat,CA
7685,yes,2022-04-25,male,Joseph,Martin,josephmartin@fakeshopify.com,(312)183-6440x407,yes,6,604.6724234555595,Kyrgyz Republic,no,repeat,MA
7686,yes,2022-04-07,female,Joan,Good,joangood@fakeshopify.com,+1-333-483-9830x1224,no,3,120.00854796024439,Latvia,yes,repeat,NJ
7687,no,2022-04-21,male,John,Stafford,johnstafford@fakeshopify.com,215.728.4832,no,3,329.81126252724613,Sri Lanka,no,repeat,CA
7688,no,2022-01-17,male,Sean,Zamora,seanzamora@fakeshopify.com,(541)926-7545,no,0,0,Algeria,yes,new,OR
7689,no,2022-03-16,male,Kenneth,Stewart,kennethstewart@fakeshopify.com,0604098317,yes,0,0,Andorra,no,new,OR
7690,no,2022-04-27,female,Faith,Dickson,faithdickson@fakeshopify.com,336-800-8209,yes,1,213.07109037205055,Saudi Arabia,yes,new,MA
7691,no,2022-02-23,male,Brandon,Williams,brandonwilliams@fakeshopify.com,9281489590,yes,7,604.5979277370662,Tunisia,yes,repeat,MA
7692,yes,2022-05-13,male,Kevin,Simon,kevinsimon@fakeshopify.com,(779)607-3483x5622,no,8,856.4474730254947,Nicaragua,no,repeat,NY
7693,no,2022-04-13,female,Christina,Pierce,christinapierce@fakeshopify.com,383-979-2561,no,2,299.0174644646321,Turks and Caicos Islands,yes,repeat,MA
7694,no,2022-04-28,female,Kimberly,Cunningham,kimberlycunningham@fakeshopify.com,+1-959-315-1774x488,yes,5,455.75202614173514,Brunei Darussalam,yes,repeat,MA
7695,no,2022-05-17,male,Derek,Schwartz,derekschwartz@fakeshopify.com,(272)221-1441x99911,no,7,670.9019396188273,Grenada,yes,repeat,CA
7696,yes,2022-02-14,female,Jessica,Lopez,jessicalopez@fakeshopify.com,9046694930,no,0,0,Bhutan,no,new,OR
7697,no,2022-02-08,male,Joshua,Bauer,joshuabauer@fakeshopify.com,712.548.5019x22014,yes,2,199.2710453738275,Benin,yes,repeat,OR
7698,no,2022-03-30,female,Kelli,Mcdonald,kellimcdonald@fakeshopify.com,537-473-0635,no,4,339.28788564377567,Argentina,no,repeat,CA
7699,no,2022-02-02,female,Rebecca,Vargas,rebeccavargas@fakeshopify.com,364.662.7866x12328,no,2,137.61246124131156,Antigua and Barbuda,yes,repeat,NY
7700,no,2022-04-28,female,Linda,Harris,lindaharris@fakeshopify.com,439-681-7085,no,9,1033.5875260407095,Serbia,yes,repeat,CA
7701,no,2022-02-17,female,Sarah,Hopkins,sarahhopkins@fakeshopify.com,669-950-8200,no,1,224.2499690837913,Holy See (Vatican City State),yes,new,NJ
7702,yes,2022-05-10,male,Eric,Bruce,ericbruce@fakeshopify.com,150-954-0244x062,yes,3,195.55292821441736,Jersey,yes,repeat,TX
7703,no,2022-03-07,female,Michelle,Brown,michellebrown@fakeshopify.com,(471)378-6656,yes,7,413.5929293023036,Djibouti,yes,repeat,NY
7704,no,2022-02-25,male,Kevin,Rollins,kevinrollins@fakeshopify.com,001-320-025-7584x7199,no,9,916.2514209444023,Papua New Guinea,yes,repeat,CA
7705,no,2022-05-19,female,Lindsay,Ramirez,lindsayramirez@fakeshopify.com,001-191-736-8820x312,no,5,491.455430135966,Djibouti,yes,repeat,NY
7706,yes,2022-04-09,male,William,Foley,williamfoley@fakeshopify.com,464.332.3906x704,yes,9,1064.4671820358758,Kuwait,yes,repeat,CA
7707,no,2022-03-04,female,Angela,Rivas,angelarivas@fakeshopify.com,(258)105-6065x85320,yes,3,170.52237041912116,Macao,yes,repeat,CA
7708,no,2022-04-06,female,Tonya,Miller,tonyamiller@fakeshopify.com,001-286-585-2268x36909,yes,6,526.9120794150958,Azerbaijan,yes,repeat,MA
7709,no,2022-03-28,male,Scott,Smith,scottsmith@fakeshopify.com,8471643708,yes,1,306.57781728706664,Costa Rica,yes,new,MA
7710,no,2022-02-18,female,Jamie,Zuniga,jamiezuniga@fakeshopify.com,450.023.9759,no,7,382.61748600964506,Anguilla,yes,repeat,TX
7711,no,2022-02-26,female,Megan,Gonzalez,megangonzalez@fakeshopify.com,+1-840-429-4131x406,no,9,852.3988569599227,Bahrain,yes,repeat,OR
7712,no,2022-04-07,female,Brianna,Wells,briannawells@fakeshopify.com,(025)880-3557x05786,no,4,515.1558263693513,Faroe Islands,no,repeat,CA
7713,yes,2022-03-10,female,Michelle,Christian,michellechristian@fakeshopify.com,(900)551-7999x5896,yes,4,653.1561860368201,Libyan Arab Jamahiriya,no,repeat,CA
7714,yes,2022-04-19,female,Brittany,Noble,brittanynoble@fakeshopify.com,+1-501-156-8789,yes,0,0,Jamaica,no,new,NY
7715,yes,2022-04-07,male,David,Parker,davidparker@fakeshopify.com,(357)849-8053x720,no,8,757.0713375465756,Egypt,no,repeat,TX
7716,no,2022-01-16,female,Emily,Daniels,emilydaniels@fakeshopify.com,+1-821-335-0506x3396,yes,2,80.85829378175737,Seychelles,no,repeat,TX
7717,yes,2022-03-18,female,Sheri,Pacheco,sheripacheco@fakeshopify.com,662-914-0805x82908,no,4,731.5020449584338,Bouvet Island (Bouvetoya),yes,repeat,CA
7718,no,2022-01-22,female,Mary,Zavala,maryzavala@fakeshopify.com,001-235-187-8901x863,no,0,0,Heard Island and McDonald Islands,yes,new,OR
7719,no,2022-02-25,male,Christopher,Rogers,christopherrogers@fakeshopify.com,(866)121-2109x9796,no,8,995.4535708686589,Djibouti,yes,repeat,NJ
7720,yes,2022-01-13,male,Michael,Le,michaelle@fakeshopify.com,001-337-412-0197x7212,no,3,156.21463826015818,Netherlands Antilles,yes,repeat,TX
7721,no,2022-03-15,male,Thomas,Rose,thomasrose@fakeshopify.com,089.434.4109,no,1,290.4820979152179,Bouvet Island (Bouvetoya),no,new,MA
7722,no,2022-03-21,female,Laurie,George,lauriegeorge@fakeshopify.com,001-566-252-0082x3240,no,7,598.5645363688948,Tunisia,no,repeat,TX
7723,no,2022-04-16,female,Angie,Gross,angiegross@fakeshopify.com,001-664-701-7029x0548,yes,4,744.0686123336903,Panama,yes,repeat,CA
7724,no,2022-01-10,male,Mitchell,Knapp,mitchellknapp@fakeshopify.com,425-465-6450x869,yes,9,875.2928044183499,Zimbabwe,no,repeat,CA
7725,no,2022-04-07,female,Rachel,Collins,rachelcollins@fakeshopify.com,(374)837-1133x94244,yes,8,774.4135653449275,Anguilla,no,repeat,NJ
7726,no,2022-04-14,male,Matthew,Daniel,matthewdaniel@fakeshopify.com,(899)859-0415x8149,no,5,462.0950040377263,Kazakhstan,yes,repeat,NY
7727,no,2022-04-25,female,Melissa,Stone,melissastone@fakeshopify.com,500.684.6137x25826,no,8,1024.6691830249688,Micronesia,no,repeat,TX
7728,yes,2022-03-18,female,Danielle,Gaines,daniellegaines@fakeshopify.com,+1-253-280-6259x441,yes,5,640.2120808790733,Liberia,no,repeat,CA
7729,yes,2022-01-26,male,Donald,Morgan,donaldmorgan@fakeshopify.com,044-851-2144x854,no,9,987.3436401160909,Western Sahara,no,repeat,MA
7730,yes,2022-02-14,male,Mitchell,Hopkins,mitchellhopkins@fakeshopify.com,+1-345-614-8361x763,no,9,988.1838132604789,Congo,no,repeat,OR
7731,no,2022-05-02,male,Jacob,Smith,jacobsmith@fakeshopify.com,001-984-196-0471,yes,9,924.7635878375974,Argentina,yes,repeat,NY
7732,no,2022-04-24,female,Dawn,West,dawnwest@fakeshopify.com,(903)202-7933x504,yes,6,630.4728838611466,Cocos (Keeling) Islands,yes,repeat,CA
7733,no,2022-03-12,female,Lisa,Allen,lisaallen@fakeshopify.com,167-309-6002x58386,yes,1,207.76235092208282,Slovakia (Slovak Republic),yes,new,CA
7734,no,2022-04-23,male,Thomas,Smith,thomassmith@fakeshopify.com,(204)396-6679,no,3,243.91040236999828,Philippines,yes,repeat,CA
7735,no,2022-02-07,female,Allison,Parsons,allisonparsons@fakeshopify.com,(422)511-0890x7495,yes,1,273.11838141121234,Liechtenstein,no,new,NY
